ISBN	TITULO	AUTORES	DESCRIPCION	GENEROS	IMAGEN	ANIO	PUBLISHER
1552631885	Walking Since Daybreak	Modris Eksteins	BEAUTIFUL SHE WAS, everyone said.	Deportations from the Baltic States|Family|History|Refugees|World War, 1939-1945	https://covers.openlibrary.org/b/id/772619-M.jpg	0	Key Porter Books
088001539X	Twentieth century pleasures	Robert Hass	It's probably a hopeless matter, writing about favorite poems.|It's probably a hopeless matter, writing about favorite poems.	History and criticism|Modern Poetry|Poetry, Modern	NOIMAGE	1997	Ecco
074341134X	True to form	Elizabeth Berg	NODESCRIPTION	Fiction|Teenage girls|Friendship	https://covers.openlibrary.org/b/id/476025-M.jpg	2002	Atria
015100692X	The crimson petal and the white	Michel Faber	NODESCRIPTION	Fiction|Prostitutes|Perfumes industry|Young women|History|Accessible book|Protected DAISY|OverDrive|Literature	https://covers.openlibrary.org/b/id/112248-M.jpg	2002	Harcourt
1888363819	Parable of the talents	Octavia E. Butler	NODESCRIPTION	Fiction|Twenty-first century|Young women|Science fiction|Protected DAISY|In library	https://covers.openlibrary.org/b/id/936174-M.jpg	1998	Seven Stories Press
155166884X	Doing good	Pamela Morsi	NODESCRIPTION	Fiction|Life change events|Married women|Family	https://covers.openlibrary.org/b/id/771630-M.jpg	2002	Mira Books
076455168X	Weight training for dummies	Liz Neporent	NODESCRIPTION	Weight training|Physical fitness|OverDrive|Nonfiction|Sports & Recreations|Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/521717-M.jpg	2000	For Dummies
087483435X	The storytelling coach	Doug Lipman	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1626046-M.jpg	1995	August House Publishers
1563083701	Storytelling professionally	Harlynne Geisler	NODESCRIPTION	Performance|Storytellers|Storytelling|Folklore|Vocational guidance	https://covers.openlibrary.org/b/id/796460-M.jpg	1997	Libraries Unlimited
1566197198	The A-to-Z steps to a richer life	Deepak Chopra	NODESCRIPTION	Wealth|Psychological aspects of Wealth|Psychological aspects|Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/6907920-M.jpg	1994	Barnes &amp; Noble
044900211X	The Marching Season	Daniel Silva	Eamonn Dillon of Sinn Fein was the first to die, and he died because he planned to stop for a pint of lager at the Celtic Bar before heading up the Falls Road to a meeting in Anderson-town.	Fiction|Assassins|Terrorists|United States. Central Intelligence Agency|United States|Adventure stories|Accessible book|Protected DAISY|OverDrive|Thriller	https://covers.openlibrary.org/b/id/289904-M.jpg	2000	Ballantine Books
084236966X	Thieves	Thomas Norton	NODESCRIPTION	NOGENRE	NOIMAGE	1983	Tyndale House Pub
8425318599	LA Niebla/Skeleton Crew	Stephen King	NODESCRIPTION	NOGENRE	NOIMAGE	1986	Grijalbo
8484037266	Viaje Al Centro de La Tierra	Jules Verne	NODESCRIPTION	Ciencia-ficción	NOIMAGE	2001	Edimat Libros
8475251471	La vuelta al mundo en 80 días	Jules Verne	NODESCRIPTION	Adventure and adventurers|Children's stories, English|Children's stories, French|Ficción|Fiction|Fiction in English|French fiction|Juvenile fiction|Korean language materials|Translations from French|Translations into English|Translations into Gujarati|Viajes alrededor del mundo|Voyages around the world|Wagers|Accessible book|Large type books|Protected DAISY|In library|Popular Print Disabled Books	NOIMAGE	1984	Grupo Anaya Comercial
8401570557	Mala Indole	Julian Marias	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3324563-M.jpg	1998	"Plaza &amp; Janes Editores, S.A."
075284413X	Dead Souls (Inspector Rebus)	Ian Rankin	John Rebus was pretending to stare at the meerkats when he saw the man, and knew he wasn't the one.	NOGENRE	https://covers.openlibrary.org/b/id/498886-M.jpg	2001	Orion mass market paperback
8423331962	El alquimista impaciente	Lorenzo Silva	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4539018-M.jpg	2000	Planeta
8420483532	El capitán Alatriste	Arturo Pérez-Reverte	NODESCRIPTION	NOGENRE	NOIMAGE	1997	"Ediciones Alfaguara, S.A."
8483100711	La Cuarentena	J. M. G. Le Clézio	NODESCRIPTION	Ficción|Fiction|Intermarriage|Matrimonio mixto	NOIMAGE	2002	Tusquets
8401375703	Al paso alegre de la paz	Otero, Luis	NODESCRIPTION	NOGENRE	NOIMAGE	1996	Plaza &amp; Janés Editores
8420442089	La agonía del dragón	Juan Luis Cebrián	NODESCRIPTION	Fiction|History	https://covers.openlibrary.org/b/id/2269499-M.jpg	2000	"Alfaguara Ediciones, S.A. (Spain)"
8408036424	Mientras Vivimos	Maruja Torres	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4902165-M.jpg	2000	Planeta
848460103X	Maquis	Secundino Serrano	NODESCRIPTION	Guerrillas|History|Politics and government|Resistance to Government	https://covers.openlibrary.org/b/id/6252203-M.jpg	2001	Temas'de Hoy
8420482684	Plenilunio	Antonio Muñoz Molina	NODESCRIPTION	NOGENRE	NOIMAGE	1999	"Alfaguara Ediciones, S.A. (Spain)"
345313138X	Das Amulett von Ruwenda.	Marion Zimmer Bradley	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1008921-M.jpg	1998	Heyne
2038716633	L'école des femmes	Molière	NODESCRIPTION	Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/6755440-M.jpg	2003	Larousse
1400001625	Sultana (Spanish Edition)	Jean Sasson	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/743853-M.jpg	2002	Plaza y Janes
8845906884	Lo Hobbit (Gli Adelphi)	J. R. R. Tolkien	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1049170-M.jpg	2002	Distribooks
037550298X	Geeks	Jon Katz	THE BOISE airport boasts several "fresh" French-fried potato vending machines, spaced at intervals throughout the facilty, to let visitors know that they are in the proud Home of the Spud.|THE BOISE airport boasts several "fresh" French-fried potato vending machines, spaced at intervals throughout the facilty, to let visitors know that they are in the proud Home of the Spud.	Case studies|Telecommunications engineers|Computer technicians|Electronic data processing personnel|Protected DAISY	https://covers.openlibrary.org/b/id/227721-M.jpg	2000	Villard Books
3423130989	Gegen den Strich.	Joris-Karl Huysmans	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1003358-M.jpg	2003	Dtv
3463403021	Der Boden unter ihren Füßen.	Salman Rushdie	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1011238-M.jpg	1999	Kindler Verlag GmbH
1561451010	Out to pasture	Effie Leland Wilder	NODESCRIPTION	Fiction|Large type books|Nursing home patients|Older people|Older women|Diary fiction|Protected DAISY|Accessible book	https://covers.openlibrary.org/b/id/792427-M.jpg	1995	Peachtree Publishers
8175252723	Indian Fengshui (Vaastu) for American Homes (Vaatsu)	A. R. Hari	NODESCRIPTION	NOGENRE	NOIMAGE	2002	A R Hari
1901881555	Sweet Dreamer	Lori Reid	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2105531-M.jpg	1998	Element Books Ltd
8420430811	Memorias de Una Geisha	Arthur Golden	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4902787-M.jpg	1999	"Alfaguara Ediciones, S.A. (Spain)"
9500705117	El otono del patriarca	Gabriel Garcia Marquez	NODESCRIPTION	Spanish language books|Spanish fiction	NOIMAGE	1994	Sudamericana
1403905843	Authoring a PhD	Patrick Dunleavy	NODESCRIPTION	Academic Dissertations|Academic writing|Authorship|Handbooks, manuals	NOIMAGE	2003	Palgrave Macmillan
3770149599	Ein hinreissender Schrotthändler	Arnold Stadler	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2237596-M.jpg	1999	DuMont
344243761X	Das Hotel am See.	Martha Grimes	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1006649-M.jpg	1997	Goldmann
3596129052	Briefe Einer Verhinderten Emanze	Claudia Keller	NODESCRIPTION	NOGENRE	NOIMAGE	1992	Fischer Taschenbuch Verlag
039914675X	The cat who went up the creek	Lilian Jackson Braun	NODESCRIPTION	Cat owners|Cats|Country life|Fiction|Jim Qwilleran (Fictitious character)|Journalists|Koko (Fictitious character)|Millionaires|Moose County (Imaginary place)|Siamese cat|Yum Yum (Fictitious character : Braun)|Protected DAISY|Popular Print Disabled Books|Large type books	https://covers.openlibrary.org/b/id/258810-M.jpg	2002	Putnam Adult
881715010X	Lettera a un bambino mai nato	Oriana Fallaci	NODESCRIPTION	Protected DAISY|In library	https://covers.openlibrary.org/b/id/6867530-M.jpg	0	Distribooks Int'l+inc
157748794X	Montana	Ann Bell	NODESCRIPTION	Fiction|Fire fighters|Librarians	https://covers.openlibrary.org/b/id/833103-M.jpg	2000	Barbour Bargain Books
1885840020	They're Killing Our Children	Michelle Caruso	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/933188-M.jpg	2002	AMI Books
059048351X	A night in terror tower	R. L. Stine	NODESCRIPTION	Horror tales|Juvenile fiction|Accessible book|Protected DAISY|Prisons|Brothers and sisters|Fiction|In library	https://covers.openlibrary.org/b/id/384580-M.jpg	1995	Scholastic
1585421359	The Fasting Girl	Michelle Stacey	ON JUNE 8, 1865, eighteen-year-old Mollie Fancher went shopping in Brooklyn, New York.	NOGENRE	https://covers.openlibrary.org/b/id/850104-M.jpg	2002	Jeremy P. Tarcher
9023405587	De ergste treitertrends	Kees van Kooten	NODESCRIPTION	NOGENRE	NOIMAGE	1976	De Bezige Bij
044900709X	Malice Downstream	Graham Thomas	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/290095-M.jpg	2002	Fawcett
037321877X	Dangerous Affair	Jayne Ann Krentz	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2408583-M.jpg	2004	Silhouette
3453177746	Hannibal	Thomas Harris	CLARICE STARLING'S MUSTANG boomed up the entrance ramp at the Bureau of Alcohol, Tobacco and Firearms on Massachusetts Avenue, a headquarters rented from the Reverend Sun Myung Moon in the interest of economy.	OverDrive|Fiction|Thriller|Serial murderers|Government investigators|Revenge|Fugitives from justice|Accessible book|Protected DAISY	https://covers.openlibrary.org/b/id/1009358-M.jpg	2001	Wilhelm Heyne Verlag
039915034X	Star witness	Dudley W. Buffa	NODESCRIPTION	Fiction|Joseph Antonelli (Fictitious character)|Accessible book|Protected DAISY|In library|Legal stories	https://covers.openlibrary.org/b/id/259033-M.jpg	2003	Putnam Publishing Group
3499229935	Nur nicht unsichtbar werden. Ein irisches Leben.	Nuala OFaolain	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3216968-M.jpg	2001	Rowohlt Tb.
2871294011	Inu-Yasha, tome 1	Rumiko Takahashi	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/991998-M.jpg	2002	Kana
1569312036	Ranma 1/2	Rumiko Takahashi	NODESCRIPTION	Camping|Comic books, strips|Fcition|Fiction|Graphic novels|Juvenile fiction|Magic|Martial artists|Sex role|Teenage boys|Teenagers|Protected DAISY|Young adult fiction|Martial arts	NOIMAGE	1997	Viz Communications
1569312028	Ranma 1/2	Rumiko Takahashi	NODESCRIPTION	Camping|Comic books, strips|Fcition|Fiction|Graphic novels|Juvenile fiction|Magic|Martial artists|Sex role|Teenage boys|Teenagers|Protected DAISY|Young adult fiction|Martial arts	NOIMAGE	1997	Viz Communications
1569311285	Ranma 1/2	Rumiko Takahashi	NODESCRIPTION	NOGENRE	NOIMAGE	1996	Viz Communications
1569311374	Ranma 1/2	Rumiko Takahashi	NODESCRIPTION	Camping|Comic books, strips|Fcition|Fiction|Graphic novels|Juvenile fiction|Magic|Martial artists|Sex role|Teenage boys|Teenagers|Protected DAISY|Young adult fiction|Martial arts	NOIMAGE	1996	Viz Communications
1569310858	Ranma 1/2	Rumiko Takahashi	NODESCRIPTION	Camping|Comic books, strips|Fcition|Fiction|Graphic novels|Juvenile fiction|Magic|Martial artists|Sex role|Teenage boys|Teenagers|Protected DAISY|Young adult fiction|Martial arts	NOIMAGE	1995	Viz Communications
1569310203	Ranma 1/2.	Rumiko Takahashi	NODESCRIPTION	NOGENRE	NOIMAGE	1995	Viz Communications
1569310165	Ranma 1/2	Rumiko Takahashi	NODESCRIPTION	NOGENRE	NOIMAGE	1995	Viz Communications
1569319626	Ranma ½	Rumiko Takahashi	NODESCRIPTION	Sex role|Fiction|Magic|Teenagers|Martial artists|Protected DAISY|Comic books, strips|Camping|In library	NOIMAGE	2003	Viz Communications
1568361181	Sailor Moon	Naoko Takeuchi	NODESCRIPTION	Cartoons and comics|Comic books, strips|Graphic novels	https://covers.openlibrary.org/b/id/811240-M.jpg	1995	Kodansha America
1568361173	Meet Sailor Moon	Naoko Takeuchi	Luna is a talking cat and Sailor Moon's guardian.	NOGENRE	https://covers.openlibrary.org/b/id/811239-M.jpg	1995	Kodansha America
1892213974	Sailor Moon stars	Naoko Takeuchi	NODESCRIPTION	Fiction|Sailor Moon (Fictitious character)|Graphic novels|Cartoons and comics|Protected DAISY|Accessible book	https://covers.openlibrary.org/b/id/6929380-M.jpg	2001	Tokyopop
159264029X	The blessing of a broken heart	Sherri Lederman Mandell	NODESCRIPTION	Bereavement|Biography|Children|Death|Death and burial|Judaism|Parents of murder victims|Religious aspects|Religious aspects of Bereavement	https://covers.openlibrary.org/b/id/868795-M.jpg	2003	Toby Press
8420646407	Drogas, Las - de Los Origenes a la Prohibic.	Antonio Escohotado	NODESCRIPTION	NOGENRE	NOIMAGE	1995	Alianza
8440647042	Cero Absoluto	Allan Folsom	NODESCRIPTION	NOGENRE	NOIMAGE	1995	Ediciones B
1874061688	Tanners Twelve Swingers	Lawrence Block	On my third day in Athens I sat at a small square table at the airport cafe watching a sleek Air India jet taxi down the runway, rise abruptly into the air, then break cloud cover and disappear from view.	Fiction|Evan Tanner (Fictitious character)|Insomnia|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/922553-M.jpg	0	Firebird Distributing
1590580680	The Fig Tree Murder	Michael Pearce	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/860981-M.jpg	2003	Poisoned Pen Press
014026065X	The Little Book of Calm	Paul Wilson	If you substitute a herbal tea such as peppermint for more stimulating drinks such as coffee and tea, your ability to be calm will be enhanced many times.	NOGENRE	https://covers.openlibrary.org/b/id/99584-M.jpg	1996	Penguin Books Australia Ltd.
1876825251	Golden girl	Betty Cuthbert	NODESCRIPTION	Biography|Track and field athletes|Women track and field athletes	NOIMAGE	2000	Strand Pub
1575727331	The Greeks	Gillian Chapman	NODESCRIPTION	Civilization|Handicraft|Juvenile literature	https://covers.openlibrary.org/b/id/3730005-M.jpg	1998	Heinemann
1585420093	The Right to Write	Julia Cameron	I AM SITTING AT a small pine table, facing east toward the Sangre de Cristo foothills.	Accessible book|Authorship|Nonfiction|OverDrive|Protected DAISY|Reference|Self-Improvement|In library	https://covers.openlibrary.org/b/id/850013-M.jpg	1999	Putnam Publishing Group
1560768983	Go Quest, Young Man (Tsr Books)	K. B. Bogen	NODESCRIPTION	NOGENRE	NOIMAGE	1994	Wizards of the Coast
006050675X	Emerald cavern	Mitchell Graham	NODESCRIPTION	Fiction|Good and evil|Imaginary places|Kings and rulers	https://covers.openlibrary.org/b/id/26083-M.jpg	2003	Eos
078691808X	Thornhold.	Elaine Cunningham	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/7391999-M.jpg	2001	Wizards of the Coast
8492065915	Sonetos del amor oscuro	Federico Garcia Lorca	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4917013-M.jpg	1998	Ediciones Altera
1930662513	Intelligence, internment, and relocation	Keith Robar	NODESCRIPTION	Evacuation and relocation, 1942-1945|Evacuation of civilians|Japanese Americans|United States|United States. War Relocation Authority|World War, 1939-1945	NOIMAGE	2000	Kikar Publications
1903650267	Irish girls about town.	Maeve Binchy	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/949748-M.jpg	2002	TownHouse/Pocket Books
8845907732	Storie e leggende napoletane	Benedetto Croce	NODESCRIPTION	Social life and customs|Description and travel	NOIMAGE	1991	Adelphi
3518398873	Nootebooms Hotel.	Cees Nooteboom	NODESCRIPTION	Biography|Dutch Authors|Travel	https://covers.openlibrary.org/b/id/1017070-M.jpg	2002	Suhrkamp
157322135X	The distance to the moon	Morgan, James	NODESCRIPTION	Travel|Automobile travel|Description and travel|Protected DAISY|Accessible book|In library	https://covers.openlibrary.org/b/id/824012-M.jpg	1999	Putnam Pub Group
1590710088	All the beautiful sinners	Stephen Graham Jones	NODESCRIPTION	Fiction|Fugitives from justice|Sheriffs|Sihasapa Indians	https://covers.openlibrary.org/b/id/861619-M.jpg	2003	Rugged Land
000654861X	Life and death in Shanghai	Nien Cheng	NODESCRIPTION	Accessible book|Biography|History|Personal narratives|Political prisoners|Protected DAISY|In library	https://covers.openlibrary.org/b/id/6695-M.jpg	1995	HarperCollins Publishers
1931201080	WolfPointe	Rick Buda	NODESCRIPTION	Extortion|Fiction|Windigos	https://covers.openlibrary.org/b/id/956107-M.jpg	2004	Twilight Times Books
8804442166	L' ombra e la meridiana	Paolo Maurensig	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3752166-M.jpg	1998	A. Mondadori
2266025791	Les choses	Georges Perec	NODESCRIPTION	Protected DAISY|Accessible book|In library	NOIMAGE	1992	Presses Pocket French
067082982X	The dark half	Stephen King	NODESCRIPTION	Horror tales|OverDrive|Fiction|Horror|Accessible book|Protected DAISY|In library|American Novelists|Murder|Violence|Castle Rock, Maine (Imaginary place)|Supernatural|Castle Rock (Me. : Imaginary place)|Extortion|Large type books	https://covers.openlibrary.org/b/id/7004631-M.jpg	1992	Viking Books
3404921178	Nur der Tod ist ohne Makel.	Ann Granger	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1000892-M.jpg	2002	L�?¼bbe
2266041517	Le Cheval D'Orgueil	Helias	NODESCRIPTION	NOGENRE	NOIMAGE	1995	Pocket
2290047155	La saga des lances. 1, Le bois aux elfes	R. A Salvatore	NODESCRIPTION	NOGENRE	NOIMAGE	1999	J'ai lu
2226120467	Lettre ouverte aux Français qui se croient le nombril du monde	Denise Bombardier	NODESCRIPTION	Anecdotes|Canadian Foreign public opinion|French National characteristics|Social conditions|Social values	https://covers.openlibrary.org/b/id/2149034-M.jpg	2000	Albin Michel
014025773X	James, the brother of Jesus	Robert H. Eisenman	NODESCRIPTION	Biography & Autobiography|Christianity|Criticism, interpretation|Dead Sea scrolls|Nonfiction|Origin|OverDrive|Religion & Spirituality	NOIMAGE	1998	Penguin Books
3404615131	Live dabei. Erinnerungen eines Journalisten.	Wolf von Lojewski	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3183115-M.jpg	2003	L�?¼bbe
3499420694	Gefährliche Neugier	Hansjörg Martin	NODESCRIPTION	NOGENRE	NOIMAGE	1965	Rowohlt
3257218362	Banshee, die Todesfee. Roman.	Margaret Millar	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3176906-M.jpg	1998	Diogenes Verlag
1558749209	Chicken Soup for the Soul (Chicken Soup for the Soul (Paperback Health Communications))	Mark Victor Hansen	A college professor had his sociology class go into the Baltimore slums to get case histories of 200 young boys.	NOGENRE	https://covers.openlibrary.org/b/id/785433-M.jpg	2001	Health Communications
3492238882	Die Meere des Südens. Wenn Tote baden. Zwei Pepe- Carvalho- Romane in einem Band.	Manuel Vazques Montalban	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3215671-M.jpg	2003	Piper
3257205368	Topkapi.	Eric Ambler	NODESCRIPTION	Fiction|Jewel thieves|Criminals|Fiction in English|Detective and mystery stories..	https://covers.openlibrary.org/b/id/998677-M.jpg	1978	Diogenes Verlag
325130058X	Hühnerherbst	H. P. Karr|Walter Wehner	1. Kapitel Die Sache mit der Einladung war ein Bluff; das wurde Gonzo klar, als er die Tür der Ente öffnete. Luftschlangen flogen ihm entgegen, die Redaktionssekretärin streute ihm Konfetti auf den Kopf und die ganze Mannschaft sang dazu laut und falsch Happy Birthday. Es war halb sechs abends, die Kneipe im Zeitungskomplex gleich neben dem Bahnhof war proppenvoll mit der Geburtstagsgesellschaft. Herbert war aus dem vollklimatisierten Redaktionsbunker seines Regionalmagazins heraufgestiegen und dirigierte den Gratulationschor aus Lokalredakteuren, Szeneschmarotzern und den versammelten Fotografen. Weiter hinten im Tabaknebel trieben sich die freien Mitarbeiter herum, die tagsüber die Zeitungsredaktionen und das WDR-Lokalstudio unsicher machten. Sogar Reutter hatte sich herbequemt, der Superkameramann, mit dem Gonzo im Sommer wegen der Bilder von den Leichen des Ruhrkillers aneinandergeraten war. In knallengen Jeans, Cowboystiefeln mit Silberkappen und einem offenen Holzfällerhemd lehnte er am Tresen und sah dem alten Grabowski zu, wie er zwei Dutzend Pils anzapfte, damit die durstigen Kehlen der Sänger geschmiert werden konnten. So, wie Herbert beim Dirigieren schwankte, mußten sie schon eine ganze Weile gefeiert haben. Der Chor war inzwischen bei der letzten #zeile# Strophe angekommen; die Stimmen versickerten, weil kaum noch einer den Text beherrschte. Herbert trudelte Gonzo entgegen, als würde die Ente bei Windstärke sieben über den Atlantik treiben. "Gonzo!" nuschelte er und nahm ihn in die Arme. "Gonzo mein Guter. Mein Bester. Glückwunsch zum Geburtstag!" Er kicherte. "Entschuldige wegen der Geschichte mit dem Auftrag. Aber anders hätten wir dich ja nie hierhergekriegt."	Video|Nachrichten|news|Camera|Ruhrgebiet|Journalist|press|essen|Dortmund|Bochum	https://covers.openlibrary.org/b/id/2198090-M.jpg	1998	Haffmans Verlag
3794147286	Das mag Elsa Entchen gern.	Jane Simmons	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3259993-M.jpg	2000	Sauerl�?¤nder
3548243746	Kelim Connection.	Jürgen Ebertowski	NODESCRIPTION	NOGENRE	NOIMAGE	1998	Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas
8488914113	Trilogia Fotografica de Ansel Adams - 1 La Camara	Ansel Adams	NODESCRIPTION	NOGENRE	NOIMAGE	2001	Omnicon
3426617277	Die Frau mit den Regenhänden.	Wolfram Fleischhauer	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1004640-M.jpg	2001	"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
185863864X	George	Denis Pethebridge	NODESCRIPTION	NOGENRE	NOIMAGE	0	Minerva Press
3596294312	Buddenbrooks	Thomas Mann	NODESCRIPTION	Fiction|Families|Family|Civilization|German fiction|German|German language books|bourgeoisie|Accessible book|Protected DAISY|In library|Middle class families|Austro-Prussian War, 1866|History|Popular Print Disabled Books	NOIMAGE	1989	"Fischer (Tb.), Frankfurt"
3453209419	Ocean's Eleven. Roman zum Film.	Dewey Gram	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3203420-M.jpg	2002	Heyne
2253060224	Vingt-quatre heures de la vie d'une femme	St�?©fan Zweig	NODESCRIPTION	NOGENRE	NOIMAGE	2003	Le Livre de Poche
157029237X	Terrific Tips for Toddler Teachers	Totline	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1914144-M.jpg	1998	Totline Publications
089586763X	Pregnant & lovin' it	Lindsay R. Curtis	NODESCRIPTION	Childbirth|Miscellanea|Pregnancy|Accessible book|Protected DAISY|In library|Child Development	NOIMAGE	1988	Price Stern Sloan
1576734587	On becoming baby wise	Gary Ezzo	NODESCRIPTION	Parenting|Sleep|Infants|Parent and infant|Child rearing|Care|Accessible book|Protected DAISY|In library	https://covers.openlibrary.org/b/id/6663987-M.jpg	1998	Multnomah Pub
1566910838	Moon Handbooks	Jeff Perk	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/2917906-M.jpg	1998	Moon Travel Handbooks
1558534334	The Annual Directory of American and Canadian Bed & Breakfasts 1997 (Annual)	Tracey Menges	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/5172153-M.jpg	1996	Thomas Nelson Inc
344242366X	Der Rumpf. Roman.	Akif Pirinçci	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1006517-M.jpg	1992	Goldmann
2070415708	Le Cycle De Fondation	Isaac Asimov	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/968749-M.jpg	2000	Gallimard
2290316296	L'Assassin royal, tome 3 	Robin Hobb	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/982050-M.jpg	2002	J'ai lu
2290313238	L'Assassin Royal, tome 2 	Robin Hobb	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/981977-M.jpg	2001	J'ai lu
2290303607	L'assassin royal, tome 1	Robin Hobb	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/5548302-M.jpg	2001	J'ai lu
2290304778	Night océan et autres nouvelles	H. P. Lovecraft	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3111394-M.jpg	1999	J'ai lu
2290042560	La quête onirique de Kadath l'inconnue	H. P. Lovecraft	NODESCRIPTION	NOGENRE	NOIMAGE	1996	J'ai lu
2290331341	Le mythe de cthulhu	H. P. Lovecraft	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/982224-M.jpg	2002	J'ai lu
2226135022	Oscar et la dame rose	Eric-Emmanuel Schmitt	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/975766-M.jpg	2002	Albin Michel
8440668058	Luces del Norte	Philip Pullman	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4910478-M.jpg	1997	Ediciones B
8420789895	El cazador del desierto	Lorenzo Silva	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3703415-M.jpg	1998	Anaya
8466610995	Libertad Vigilada	Nacho Garcia Mostazo	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/3328797-M.jpg	2003	Ediciones B
8401495261	Panico Nuclear	Tom Clancy	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/5257547-M.jpg	0	Plaza Y Janes Spanish
8466606211	Criptonomicom 1	Neal Stephenson	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/4911025-M.jpg	2002	Ediciones B
8408025945	Parada obligatòria	Joan Barril	NODESCRIPTION	NOGENRE	NOIMAGE	1998	Planeta
8475096212	La Camara Lucida	Roland Barthes	NODESCRIPTION	NOGENRE	NOIMAGE	1993	Ediciones Paidos Iberica
8445070843	Neuromante - Tapa Dura -	William F. Gibson	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/1047612-M.jpg	1995	Minotauro
3548332374	Checkpoint Charlie and the wall	Werner Sikorski	NODESCRIPTION	Berlin Wall, Berlin, Germany, 1961-1989|Boundaries|Germany (East)|Germany (East). Volkspolizei|Politics and government	NOIMAGE	0	Ullstein Buchverlage Gmbh
8439321236	Història del cinema a Catalunya (1895-1990)	Miquel Porter i Moix	NODESCRIPTION	History|Motion pictures|Popular culture	https://covers.openlibrary.org/b/id/3953631-M.jpg	1992	"Generalitat de Catalunya, Departament de Cultura"
8483105896	Mi Filosofia De A A B Y De B A A	Andy Warhol	NODESCRIPTION	NOGENRE	NOIMAGE	2002	Tusquets
8425214807	El beso de Judas	Joan Fontcuberta	NODESCRIPTION	Photography|Philosophy|Photographic criticism	https://covers.openlibrary.org/b/id/1046973-M.jpg	2000	Editorial Gustavo Gili
8437602882	Historia de la fotografía	Marie Loup Sougez	NODESCRIPTION	History|Photography	NOIMAGE	1999	Ediciones Catedra S.A.
2207304183	Maître de l'espace et du temps	Rudy Rucker	NODESCRIPTION	NOGENRE	https://covers.openlibrary.org/b/id/973776-M.jpg	1986	Deno�?«l
